,attitude,tweets
3379,neutral,2 goals by Ricardo Olivares in the 1st 2 minutes of the game assisted by Ian Bennett then Logan Chaucer @starnewsvarsity @wectsports @WWAY
3381,neutral,@chelseafc fans. Stay at Jurys Inn Hotel saturday night and enjoy Brighton. We are just 9 minutes from the AMEX stadium by train.
3389,neutral,When it took the 4th Division relying on heavy artillery 2 months to take Baba Amr from 500 guys in the Al-Farouq Battalion? @stcolumbia
3390,neutral,Storm Aftermath: ABJ - October 30 - Millions of people in the eastern United States awoke this morning to floode... http://t.co/i6Pe1NpX
3393,neutral,We didn 39t make The Hills Tuesday night session at PaleyFest but those http://t.co/IEflwTsr
3398,neutral,"""Get ur tix now for FATBOY SLIM "
3399,neutral,"""Lady Gaga came to Japan again. She is a a real Japanophile"
3400,neutral,"""#justathought If England don't call up Zaha before January"
3402,neutral,Champion Hurdle Tips - Hurricane Fly bidding to retain the Champion Hurdle: Ruby Walsh riding Hurricane Fly on t... http://t.co/zNWonY5z
3404,neutral,Field trip to the West End!RT @playbill: Imelda Staunton May Star in London Revival of Gypsy http://t.co/sgFMGCqf
3405,neutral,Next sunday I'm going to CiTY Nightclub just to hear @CALLMEHYPE play.
3407,neutral,fact: arruba has a really fat man in their march. he is called cherie blair. xox
3408,neutral,"""For anyone in Korea interested"
3411,neutral,"""I'm going to Stray From the Path at Hoosier Dome in Indianapolis"
3421,neutral,Just hung up with South Florida @Coach_Heath --- whose team will try to make the NCAA Tournament for the 2nd straight year....
3422,neutral,Chelsea make Ivory Coast star January priority | GiveMeFootball http://t.co/sAmsI40z via @your_screen_name#nufc
3423,neutral,And1 going be at Allderdice tomorrow. Wonder if my brother wants to go
3424,neutral,OFFICIAL: @CainMMA vs. @Junior_Cigano Part Deux is going down December 29th at the MGM Grand in Vegas. #UFC155!
3427,neutral,Coldwater Track at MAC Championship tonight.  Go Cavs!  Also a neat way to end Freshman BB season with a Fri Night DH at Celina on turf.
3428,neutral,@BWWings Boneless Thursday with Karm #yum
3429,neutral,"""Soaking rain falls across Metroplex: Widespread rain across the Metroplex soaked the region Saturday"
3430,neutral,"""#teamfollowback La Liga: Barca and Betis march on"
3432,neutral,"""How Much Pi Do You Need?: You might have observed Pi Day on March 14. It gets its name from 3.14"
3434,neutral,Sat in the Chuck Close lecture Check out some of his work here http://t.co/pDWrXMwU  #sfn12 #neuroscience2012
3435,neutral,Oomf just told me League Pass is free till the 6th
3440,neutral,"""Go Native jet-powered at Galway. Available at 50/1 for the Champion Hurdle"
3443,neutral,Will Texans see the old Mario Williams on Sunday?... http://t.co/nc9z1sd4   #NFL #Buffalo #Bills
3444,neutral,"""Miss last Friday's Soundboard"
3446,neutral,KYOCERA to Supply 30MW of Modules for Solar Power Plant in Northern Japan: Following the July start of a new fee... http://t.co/ZDDTvbQM
3448,neutral,Next Upper Room meeting this Wednesday in the Treacy Hall at 7.30pm. All welcome.
3449,neutral,"""Qingdao news"
3451,neutral,Just had a guy come into the shop enquiring about a Kyocera toner... his name was Paul Kimber ....i knew Friday... http://t.co/XgPZmY3F
3453,neutral,ELSA has now launched the 11th edition of the ELSA Moot Court Competition on WTO law!  Sign up and face the... http://t.co/bapSRfiI
3455,neutral,Life size cardboard cut outs of Obama and Romney? Acquired. Mark your calendars and join the PSSA at Gerts on November 6th!
3457,neutral,OMG. Who wants to go see Duelo with me this Friday!?
3459,neutral,New link with times: http://t.co/pVIHKnl2  @japanfoundation: Shishi-Odori (Deer Dance) from Tohoku @ThamesFestival in London on 8&9 Sept.
3461,neutral,@moniqeFoxx @matt_fiddes  if your around this weekend were playing in Claytons on Sunday night about 9
3462,neutral,@So_OverRat3d welll ya know st Patrick's day is in march & st Patrick was a leprechaun so that Obvs makes me a leprechaun as well as u :p
3463,neutral,Get up to date commentary on the Medium Term Budget Policy Statement SA Budget from Deloitte tax experts #SABudget on 25 Oct Read more
3466,neutral,"""I got Reggie Wayne in the 4th"
3467,neutral,"""Vote for which song you want to hear tomorrow at 6:30pm! BTW"
3468,neutral,Is T-ara done promoting or are they going to be in Inkigayo tomorrow? >.<
3470,neutral,"""(Correction: Tohoku appears in the 2nd mix folder for Encore Extra Stage only"
3472,neutral,"""But when yall see that Nissan Titan .... riding thur cary"
3476,neutral,I'm going to be a girl Naruto tomorrow cough cough
3478,neutral,"""Lookin for somethin to do this Sat nite? Come relax with me"
3480,neutral,Get on down to AB field in Albion tomorrow for the QLD v NSW shield match starting at 10am. Promises to be a cracker! @qldcricket #bulls
3481,neutral,"""Dave just entered the Cape Argus Pick n Pay Cycle Tour happening on Sunday"
3482,neutral,1st preview of the new HU w/ @JamieKennedy @AliFedotowsky @JenniPulos & @lisaannwalter http://t.co/lpxWdcEL Tonight: 12:30am PT on Reelz!
3485,neutral,Chunji's one wish was for Teen Top to get 1st place on a music program. Can you guess what day that was when they 1st won? #1005chunjiday
3486,neutral,Supra Test Drives This Sunday. Come and test drive the latest Supra and Moomba boats this Sunday the 12th of... http://t.co/oomeZ3rp
3490,neutral,"""@DeadmanTakagi Daylight Savings ends Saturday"
3491,neutral,Bedtime. Going to Dayton at 10 tomorrow to meet with the head of the visual arts department for a private Q&A / tour.
3492,neutral,"""Moderate-heavier rain moving toward Racine...should be dry for the 6th Annual St. Patrick's Day Parade though"
3494,neutral,hbsbhsdv might be going to see sweeney todd in west end on monday! Imelda Staunton!!!
3496,neutral,@torixp Are you going to go to Levi's tomorrow??
3498,neutral,BIG is growing as a new sport clothes brand that will see the light on December 8th during Pacquiao VS Marquez IV at the MGM Grand. #BIG
3501,neutral,"""Polish see Dyngus Day as their answer to St. Patrick's Day Parade: D'Ella Heschmeyer"
3502,neutral,"""@admh86 @ashleydp15 looks like we will be headin the charleston again"
3509,neutral,The last few snakes in Ireland were found at Blarney GAA hall during the St. Patrick's Day Parade. pic courtesy... http://t.co/qVJEuLwV
3510,neutral,@MirandaLasher @KarlesBarkley what time are you going to claytons tomorrow
3513,neutral,"""Charlie Rose with Bill Joy; Daniel Barenboim (March 13"
3514,neutral,"""LaRoche launches a two-run shot off Tim Byrdak"
3515,neutral,"""Yahoo...down 22 lbs! Once I'm in the gym 3-4 times a week after the 19th of November"
3516,neutral,5 recently added entries in the Encyclopedia of Life: The Encyclopaedia Britannica may have ceased printing earl... http://t.co/TfsVUiPz
3518,neutral,@ShawnMichaels can i get a retweet for my 17th birthday HBK?? #DX btw do you have a fan mail address that u sign things through?? #HBK4Life
3519,neutral,"""The Home & Garden Show with Ken Brown"
3520,neutral,2nd half of the Merseyside Derby.
3522,neutral,"""Brentley takes a Coffeyville fumble 15 yards for the defensive score. Missed PAT"
3524,neutral,Sitting on the floor in the Upper Room where the 120 sat waiting on outpouring of Holy Ghost on Day of Pentecost. http://t.co/9wuvGwha
3527,neutral,GOLF tomorrow!! meet at the forum at 2pm!!
3528,neutral,"""#soccer La Liga: Barca and Betis march on"
3531,neutral,Seven Penny Stocks to Watch with Heavy Volume for March 14 - Fyxnews http://t.co/fTmr7wuw
3533,neutral,Reggie Wayne may be old but he still got it!
3535,neutral,Bryce Harper triples home Solano with the tying run in the 10th off Tim Byrdak.  4-4 #Mats and #Nats.
3536,neutral,'Fashion Star' crew still picketing: TV News:              Negotiations with producers began Monday    http://t.co/zymYXMGL
3537,neutral,"""Uprising Muse | Format: MP3 Download (5)Release Date: July 26"
3540,neutral,Inkigayo with @Hardyz_Gurl14 YAY This is our Saturday Night <3  #kpop_stream http://t.co/elCo5nuK
3542,neutral,So @bubbleselise I think we need a Directioners Day again with Ayesha.. BUT.. Cant be the 26th...
3549,neutral,The San Diego #Chargers expect wide receivers Eddie Royal and Malcom #Floyd to play in Monday night's game against the Denver #Broncos
3550,neutral,"""Mom Absent on Mother's Day -  Hello"
3551,neutral,Moomba with the boys on a friday night!! First friday since forever! Last moomba before leaving!! Leggoo #bwoy
3552,neutral,"""#FX NEW YORK"
3553,neutral,Gus Malzahn knew of March 10 traffic stop of Michael Dyer. Here's a statement on why he waited to act http://t.co/hGw3ig5d
3554,neutral,@tifosiguy Really? We always had to make stuff for Mothering Sunday at playgroup/primary school etc...
3555,neutral,"""Late surge carries UNC past Shaw: Six minutes into the second half at the Smith Center on Friday night"
3556,neutral,Q2 10:30. Philip Rivers pass to Eddie Royal to the San Diego 19 for 7 yards. 3rd & 1.
3557,neutral,@dennyhamlin I hear you are visiting Anchorage AK on Monday? And meeting Dallas Seavey? Is the event open to the general public?
3559,neutral,SmBiz Feed--> 5 recently added entries in the Encyclopedia of Life:  The Encyclopaedia Britannica may have cease... http://t.co/CmgxRtjp
3560,neutral,Did you see Girl Scouts on the @KARE11 morning show for #CDOS on Saturday? Here's the video: http://t.co/VyEOTTk8
3561,neutral,@TheDLNation yea with the band to march in the st Patrick's day parade but we were on a set schedule so I didn't get to do alot
3564,neutral,As of tomorrow #HTC & @VZWSupport are a month late (or a year) in updating my Thunderbolt to #ICS. And phones with #jellybean are available.
3565,neutral,@RushinConcert Driving from Nashville to ATL to see RUSH for the 11th time! Second row PITT baby!!! Yahoo!!!!!
3566,neutral,Get in Dons 1-1 Byrooooooon Harrisooooooon 7th goal of the season
3568,neutral,Sky really need to think of the fans more asking albion fans to get to sunderland for sat lunchtime #wba
3569,neutral,"""Long Beach State may be in good shape for the NCAA Tournament"
3571,neutral,;) Seven Penny Stocks to Watch with Heavy Volume for Friday http://t.co/1TvlFXta medical marijuana inc
3574,neutral,The last day of PSSAs!!! Juniors will be testing during 1st and 2nd and then they are done with PSSAs!!!
3580,neutral,What do you liked about peru? *-*  #askdongho ..see u tomorrow in fanmeeting <3
3584,neutral,"""tickets still available here : http://t.co/Zq5x7jAL for friday night's party with Teengirl Fantasy"
3585,neutral,might be going to the spurs match on saturday
3586,neutral,"""SAVE THE DATE!  WHAT WOMEN WANT Saturday"
3588,neutral,"""Backstage Update on Undertaker"
3591,neutral,#syria 14:oct Picture for the fighting yesterday in Karm eljabl  @SyriaTweeten http://t.co/7T3ErEOm
3593,neutral,Fitted Hawaii MUA New Era x Tahiti Logo - See the full gallery on Posterous Releasing tomorrow at the Fitted... http://t.co/nubx7zfo
3594,neutral,@KingMidas1987 lol yeah was all set to oppose on sat until he got drawn vs Richard bland lol
3597,neutral,#capebretonpost news Avril Lavigne says after debuting spring line for Abbey Dawn she may make own wedding dress http://t.co/UPP8lZul
3598,neutral,"""Charlie Rose with Bill Joy; Daniel Barenboim (March 13"
3601,neutral,At Shaker practice as they prepare for Super Bowl matchup with Shen on Friday http://t.co/4oh1MLZA
3602,neutral,"""Southampton's Richard Bland is -9 after his 2nd round in the Madeira Islands Open on the European Tour. Currently tied 4th"
3604,neutral,"""Abraham decisions Stieglitz to win WBO title: In Saturday night action from the O2 World Arena in Berlin"
3607,neutral,I'm a senior and I'm taking my OGT's for the first time tomorrow ... that's what I get for moving to #cali #ohwell
3609,neutral,September 15 2012 @AshBenson At the Chateau Marmont in West Hollywood  http://t.co/QMTFlf1f
3613,neutral,@ManOverboardNJ  @IndianCityWTHR @causeitsnot @GRmusick @latenitereading HOOSIER DOME in Indianapolis tomorrow!  Let's make this bananas!
3614,neutral,Murray out in straight sets: Andy Murray suffered a surprise early exit from the BNP Paribas Open in Indian Well... http://t.co/6VK3csYq
3616,neutral,Argus: Are you undecided about who you will vote for in the 17th Congressional District...: Are you undecided ab... http://t.co/akgbciE9
3618,neutral,"""Busy week 4 us: @12thplanet at @vertigoclubkl on the 12th"
3623,neutral,#Chargers are on the board with a Philip Rivers 4 yd TD pass to Eddie Royal. They lead the #Chiefs 7-0 early in the 1st quarter. #NFLFantasy
3624,neutral,Trucking tomorrow in Sylvia my Scania...hope this wind dies down a bit or it could be a bit tricky on the A66 tops... #girlytrucker
3628,neutral,Come watch us play tomorrow at the Hoosier Dome ! http://t.co/IjM867AU
3632,neutral,I want to watch Dance Academy but I want to sleep. Sleep wins I'll watch Dance Academy tomorrow
3633,neutral,Now I get it: Moebius and Ray Bradbury went before to be at Neil Armstrong's 2nd landing... Dreamers http://t.co/lDaytOF9
3637,neutral,"""@morefmradio Chris Rene is coming to New Zealand Nov 5"
3638,neutral,"""cause it's friday 13th"
3641,neutral,The West Bank may be looking to cut the Gaza Strip loose in its talks with Israel. Rumors are flying of an Israeli/West Bank State...
3643,neutral,"""Kuromori Kagura"
3646,neutral,If Spurs had been stuffed would McCarthy be sat there on Motd? Or Arry? U bet it'd be Arry!
3648,neutral,@PJmonaghan7  HEY YOU. Go to the Carnival Tomorrow http://t.co/DirDuPa8
3653,neutral,Um Ben Tickle from Dance Academy just replied to me. I may or may not be grinning right now.
3657,neutral,"""Going to my cousins 16th birthday party today then semifinals tonight game 2 for Cereal Killers"
3659,neutral,"""#SanLeandro-raised #NonitoDonaire (30-1)"
3662,neutral,DFL Get Out the Vote bus tour event with Gov. Dayton starts in 30 mins at State Capitol. Details:  http://t.co/xu0QMJy8
3665,neutral,@ilseabenavides October 13! Duelo is going!
3668,neutral,"""ONE FC 6: Rise of Kings is scheduled to blow the roof of the Singapore Indoor Stadium on Saturday"
3670,neutral,Make sure you tune into The Saga exclusively on Temple's only student run radio WHIP at iHeartRadio Monday through Thursday's at 9pm!!
3671,neutral,"""Last day for supplementary nominations to Swedish GN and Champion Hurdle"
3674,neutral,@creamteam Yo. This reminds me. Are you going to Teengirl Fantasy and @Supcuts on Monday?
3675,neutral,"""30 on the sun"
3676,neutral,"""Deadly Israeli strike"
3677,neutral,"""Irish Times: McIlroy the agenda for topical debate: Golf:Rory McIlroy may be on a week off"
3680,neutral,We're going tomorrow! @Fabulous_Miami Multi chamber of Commerce Event at Nikki Beach Miami 8/8/12 http://t.co/WT1xjBPq
