,attitude,tweets
9606,negative,All I know is Marana girls are bad as fuck and white if the ones at the party I went to with jaylon on Saturday were Marana tigers.
9613,negative,If Volstead went against #Braves on a Monday\u002c he\u2019d give up 5 runs in first\u002c then cubs make a furious rally late to win #twostreaks
9619,negative,Might fuk with Greenville tomorrow night !!
9655,negative,People talkin shit just wait I\u2019ll be in Huntsville tomorrow !! Let me see you !!
9656,negative,@DrPhil watching the Trayvon episode I recorded. The Martins are incredibly strong & I am so sorry for their loss May God bless them #rip tm
9662,negative,@callme_jacob7 omg I know Jacob :( cry with me tomorrow ?
9681,negative,Tonight\u002c Obama was the Buffalo Sabres and Mitt was the Dallas Stars. It may not seem right... http://t.co/7CmDCgzD http://t.co/I9PixPcG
9687,negative,ECHO: Sex offender is warned he may face jail over offences http://t.co/VetvYrYh #Dorset
9688,negative,@Vinto316 @happymonkeyshoe Id lost interest in Bioshock Infinite with delays etc. I think I may be drawn back in a bit: http://t.co/h1PF5eYN
9705,negative,How is it the dirt poor kids in 3rd world countries manage to get money to go to a show but kids in the Valley can\u2019t?
9713,negative,Need some advice. How can I spin the WKU loss now? After MTSU beat them in Bowling Green the microwavers may be right.
9719,negative,So BCA doesn\u2019t have school tomorrow....not sure how I feel about that...
9729,negative,Liz is kinda dumb when it comes to men. DNA swapping isn\u2019t even bad in Port Charles\u002c it\u2019s just called Tuesday. #GH
9746,negative,Pretty sure he\u2019s a smarty pants lawyer and not at all new to Christianity or Christmas for that matter. It\u2019s the 25th. #dumbass
9747,negative,The Lorax is one of the stupidest animated movies I\u2019ve ever sat through. I wasted a nap for this?
9758,negative,ok.. going down to Melaka tomorrow morning\u002c with two others.. visiting fren in ICU. :(
9767,negative,@marissssx3 i would just like to say i will not be singing tomorrow\u002c i barely have a voice.. you and trina are on your own :p
9768,negative,Nothing says \u2019Fuck you\u2019 to Super Rugby than when EP Kings get relegated tomorrow. I\u2019m waiting
9778,negative,Whitecaps vs the mighty Robbie Keane and LA Galaxy this Thursday\u002c 7:30. Fuck training\u002c hitting up @SinBin_Grill
9780,negative,Big Time Rush may be considered to be just a show or a kiddie band but no one can say that they don\u2019t have talent or care about their fans!
9791,negative,After tonight\u002c ain\u2019t no way I\u2019m NOT going to Olive Garden tomorrow. @iKayRob #NastyAssMeal
9801,negative,well...i wanted to go to the black forest tomorrow and take pics of the leaves. now i\u2019ll have to take pics of the snow. #thanksweather
9806,negative,Martin must be dreading it. It\u2019s make or break for him tomorrow. It\u2019s the nature of the beast
9817,negative,Even our power point in TOK didn\u2019t want to do anything today\u002c so it changed the language. #Friday #TOKadventures http://t.co/uLo1SVP5
9825,negative,"""Strange Sunday Graham Richardson defending Gillard. Stating the PM did NOT plot against Rudd (as he says \""""""""& I should know\"""""""") #auspol"""
9829,negative,@jimmeyotoole Reviews hit tomorrow\u002c will be writing up my initial impressions then. My general tip for big Android tabs: No\u002c just no
9832,negative,Tim Roth will be playing in a movie with Jean Dujardin. i .. can\u2019t .. ok\u002c i may pass out now.
9867,negative,My mom watching the Trayvon Martin trial ... Smh some may say its fucked up but I just don\u2019t care
9868,negative,@QofS_Official #QSTeaser oops\u002c forgot Emmanuel Adebayor! As for the 7th\u002c bit naughty\u002c was it Yakubu? His surname is technically Ayegbeini...
9878,negative,and now I do see it\u2019s up. I\u2019ll blame it on a case of the Mondays. Creighton picked to win WBB\u002c SIU picked to finish 8th ahead of Drake\u002c UE
9880,negative,Watching Saturday Kitchen and for some reason it\u2019s annoying me that Rachel Khoo looks slightly off camera when cooking
9910,negative,@mperillo86 watching Cannavaro on the 2nd even more embarrassing.
9916,negative,@FarrrahSage are you going to Petrolia\u2019s game tomorrow ? I still havent got to see you or the baby!
9918,negative,Can not fucking wait for tomorrow night. House Of Blues will never be the same after @missmayiband\u002c @theghostinside and @LMTF. #StayMetal
9926,negative,@StevieY1 It is predicted that the Winter Classic and the All-Star game will be cancelled this upcoming Monday .. FUCK !!! #EndTheLockout
9929,negative,@BradGagnon That would kill me...I\u2019m going to go live in Siberia so I don\u2019t get hives every time the sun comes out..
9932,negative,#motochat A1. Live in NE Scotland ...winter riding would require hand full of nails thru the tyres. No ride season Nov-Mar ;0(
9937,negative,@_Brendonsmall The tour dates got updated! Fox Theatre on the 24th or the 26th? I don\u2019t want to fuck this up.
9942,negative,Waiting for a phone call off the head of Joseph Wright.  But I might have to go back to Benedicts tomorrow! :( #GodHelpMe
9945,negative,Toni Gonzaga will be in Legazpi on October 30. Huhuhuhu. I wanna cry i want to come but how? I dont have money. Waaaah @ToniGfanpage
9946,negative,#Trayvon My daily tweet (10/05) in memory of Trayvon Martin - killed 223 days ago. ~May you Rest in Peace~ (Thoughts of love to family)
9975,negative,Going to watch Goon for the 4th time\u002c cry\u002c then go to sleep. #NHLLockout
10006,negative,Heading back to greenville on monday! UGH WHY CANT TRAININGS BE IN COLUMBIA?! Im tired of going to freakn greenville!!
10013,negative,@GD_girlsdesire awww Saturday? how was it?? @Realtaeyang you dont even came to my side much in BKK con\u002c i was so upset abt that
10021,negative,I\u2019m so pist that I might not be able to go to the Volleyball game tomorrow
10028,negative,@S4SH4P4LM3R i\u2019m meant to be going Roundhouse\u002c but decided tonight that i don\u2019t wanna go anymore\u002c so gonna apply for Joseph Wright tomorrow
10036,negative,Don\u2019t think Chelsea should appeal for Torres\u2019 red card. Let Sturridge play tomorrow. It\u2019s the Carling Cup\u002c not PL.
10039,negative,I was going to move to Siberia last Wednesday.Now I don\u2019t have to.Siberia has moved here.It\u2019s bloody freezing. #heatingtime.
10053,negative,A1 you good bye *9th text*  @Lyl_Bro: @_nenejackson @getmoneya1 fuck it ima just delete my twitter account babe .. For you 8th Text
10055,negative,Yesterday the #NHL cancelled games up to November 1st. The Winter Classic and All-Star game could be in jeopardy soon.
10063,negative,Just read that the trial of Geroge Zimmerman in Trayvon case killing is set for June 10th!! Why so late???
10077,negative,"""\""""""""@Dula2fr3sh next saturday i should be back in the city.\"""""""" Oh shit.. well yea he\u2019ll still be here. u get the room w/ the 74\u2019\u2019 HD Tv lol"""
10078,negative,But this is not the 1st time that Juventus is maximizing the potentials of ex-Milan players..Cannavaro and Edgar Davids are similar cases
10094,negative,Just noticed that the music for Bittersweet Symphony is credited to Mick Jagger and Keith Richards. Find out why and you may dislike them.
10095,negative,Dear Devon Alexander\u002c how does it feel to be the 1st person EVER to be booed at The Barclays Center? #Brooklyn
10100,negative,@o0ToucH0o we dont care about Carling Cup! Save it for #Looserpool! Yeah we lose also i wont be crying all night long on wednesday night!
10103,negative,Seeing videoclips back from the Rammstein concert in March.. now I feel sad. :(
10108,negative,George Zimmerman is not going to win this trial he may as well plead guilty
10111,negative,@GB1886 Scummy Saha will play against us on Saturday \u002c I hope he won\u2019t score like how he scored in the North London Derby
10117,negative,Two of my Oscars died today. Don\u2019t know why. I guess they couldn\u2019t stand it out till November 6th.
10121,negative,Prince William met \u2019the Rottweiler\u2019 Camilla Parker Bowles and she came out ...: Harry may be full of mischief\u002c a... http://t.co/2J3EZYmi
10127,negative,@Hellblazer @kimmieleanne  said you made Keith Richards look baby faced.  *May not have actually said this.
10131,negative,@Darien_Smalling the Pro Bowl definitely isn\u2019t better and NBA All-Star game is trash until 4th qtr
10165,negative,@EBGamesCanada may I have an industrial revolution code for my pre-order of Bioshock Infinite? I got one from the store but cant redeem.
10166,negative,I was supposed to go to the Covina game tomorrow to see Josh\u002c I don\u2019t even know wtf I\u2019m doing!
10193,negative,How in the world do you go the NFL Combine knowing u have a chance to be 1st Rd pick & test positive for marijuana? #reallystupid
10200,negative,The prediction machine LOVES KC +8.5 tonight. Kermit has fucked me every Thursday. Went w SD.. so I\u2019m gonna lose cuz that\u2019s how it works.
10244,negative,but my bday is tomorrow and i have to spend it in Natchitoches away from my family<<<<<<<<<<<<<<<
10245,negative,It\u2019s going to be a sad day in Port Charles tomorrow! @GeneralHospital @1SteveBurton #JasonMorgan #StoneCold
10247,negative,Back to Norwich City tomorrow to do loads more shopping as we couldn\u2019t fit it all in on Monday... #shopping #Norwich #addicted
10259,negative,#Trayvon My daily tweet(s) 10/17 and 10/18 in memory of Trayvon Martin - killed 236 days ago.~May you Rest in Peace~ (Love to the family)
10265,negative,Another NCA football coach needs lessons in PR 101. #1 Don\u2019t make matters worse by trying to intimidate the media. http://t.co/h38PQFG6
10267,negative,Last day of BCA tomorrow. -Lori of off say yes to dress has breast cancer. :(
10283,negative,D.J. King Suffered broken right hand in fight with Krys Barch Oct 24 2009 stlblues vs Dallas Stars; missed 3+ months http://t.co/vJYYDucp
10294,negative,Now I kinda regret not going to Bolder on Friday.  #fuckme
10299,negative,How is the racism\u002c threats\u002c & hatred shown toward entire Zimmerman family different than any racism that George may have had? #hypocrites
10304,negative,@LiterallyFedUp  4 dead Americans in #Benghazi apparently are a lesser tragedy than death of Trayvon Martin may he RIP.
10318,negative,If @marco_ten didn\u2019t like Coloccini being likened to Bobby Moore\u002c he will hate MON claiming McClean and Johnson \u2019class\u2019 #safc #nufc
10335,negative,"""News: Sydney\u002c Oct 12 (ANI): Pacer James Anderson attacked an \""""""""arrogant\"""""""" Michael Clarke with a batsman\u2019s pad in the dressing room afte..."""
10357,negative,I\u2019m not even gonna bother watching Eurosong tonight. Saw enough of it on Tuesday.
10358,negative,I\u2019m not dealing with anyone\u2019s shit tomorrow so Fernando and Jacob fuck off .
10379,negative,Tottenham striker Emmanuel Adebayor missed training today\u002c and won\u2019t play in the Europa League on Thursday\u002c because of a hamstring injury.
10387,negative,how jokes is it that edgar davids plays for barnet now and wtf happened in the leeds-wednesday game tonight?!?!
10399,negative,QB Printers didnt start. WR Avery starts and scores on 1st poss. 27-31 @IFLWranglers down to the Wichita Wild
10401,negative,Not here in the East:( though...Moon\u002c Jupiter\u002c Capella light up evening sky on November 1 | Tonight | EarthSky http://t.co/Hv7KPxpa
10413,negative,So can\u2019t believe Big Bang is tomorrow\u002c this day came way too soon! At least I can live it again Sat.night!! ^_^
10423,negative,Ni**as In Paris encore\u002c 2 mosh pits\u002c it\u2019s too far away to see B\u002c but the 2nd pit failed because of B\u2019s security! http://t.co/wEobbqXP
10433,negative,I have a very STRONG dislike for George Zimmerman. I really do. Why isn\u2019t he in jail! Can\u2019t wait for him to be sentenced in June.
10435,negative,Awww hell. It was a black cop that shot the white student at South Alabama. Let\u2019s all go march naked in Mobile for Trayvon. I mean Gil.
