,attitude,tweets
11461,positive,Look forward to watching Alex Reid on Celebrity Juice at 10pm on ITV2 tonight.
11463,positive,One lucky person will win a DROID BIONIC from @AndroidPolice Sept 10th. I hope it will be me. http://t.co/HioTtn6. Droid Bionic is awesome!
11464,positive,Just found all of ST: Voyager on Netflix. I know what I'm doing for the rest of the night. Woo!!
11468,positive,RT @imthereal_LD: ESPN got some good stuff on tonight.
11469,positive,Chargers pre season game with the Seahawks on ESPN Thursday. Only pre season but still good to have NFL back on tv. #chargers
11470,positive,Because the night belongs to lovers -> Nuit blanche :0) http://t.co/SJbF6xf #video #art #love
11472,positive,Talk to my Dad tonight and we suppose to go to Detroit in October to c all my family nd my great granny!!
11474,positive,If I were the Lions id call the Falcons and offer a 6th for Jason Snelling.  Would be perfect fit to fill Leshore void.
11477,positive,@TheCrapLab lmao no nigga on NFL fantasy i got pretty good team ill show you tomorrow
11478,positive,@NickHexum @pnut after hearing the 3-11 day news and another! Overtime the rest of the year! Plus Mexico in January!! I'm ready guys!!!
11479,positive,@MartinaMcGowan good morning to you Martina!! I hope your day is great too!! :) is it hot where you are? It's steaming here in Bama!
11480,positive,@TheRealPodVader need more ESPN football today/ #patriots today podcasts. Get Ross and Matt riled up with more #bradyrules talk.
11481,positive,"""#3words \""""""""Tonight's the night\"""""""" #dexter @SHO_Dexter"""
11482,positive,"""For my book worms: Murder in Italy about Amanda Knox and \""""""""In the Middle of the Night\"""""""" about Dr. Petit family in Connecticut are great reads!"""
11486,positive,"""Aaron Rodgers totally did the A.I. \""""""""practice?\"""""""" routine for the media today. It must be good to be a champion #Packers"""
11489,positive,Saturday is the last day of Summer Streets in NYC.. Enjoy car-free streets  between Brooklyn Bridge and Central Park! http://t.co/T6KIA4e
11490,positive,Addicted to #Dexter... what's new. Almost done with season 5 and I just got it on Thursday!
11492,positive,@360FromTheEdge Happy B'day in Italy :-) I know it's tomorrow but party is today! enjoy your time a mom&davide my disabled boy: we love U2
11497,positive,@MikeDavis88 Pls tell Dale Jr and the 88 team that they did great today. Love them lots from Bama.
11499,positive,RT @CraigyFerg: The lovely @Officialkat on the show Friday. Until that beeyotch showed up Andy Rooney and I were the hottest mamacitas o ...
11501,positive,RT @sheilatweetss: #rungeordierun Should be given a HEROS welcome at the Arsenal game on Saturday.@nufcfans @NUFCOfficial
11503,positive,RT @Youngcules: Nolito with an assist and a superb winner for Benfica against Arsenal last night. He really is turning on the heat!
11505,positive,RT @MaliagotMonae: my mom just told me she's getting an Ipad 2 on Friday....I better get a Mac for Christmas.
11507,positive,RT @nfl: Twitterverse blowing up about Shannon Sharpe's awesome Hall of Fame speech. We'll have the video clip on NFL.com a little later ...
11508,positive,comedy central is a good look tonight
11513,positive,@Sn00ki it would make me and @Miss_Wowah 's night if you replied or retweeted us! ireland loves jersey shore!!!
11515,positive,RT @Sharon_ista: I can't for this Ravens game on thursday .. first game of the preseason. --I'm so glad footballs back!
11520,positive,Mass gathering in a single hotel room. Mmm Chinese. And I could put up with Family Guy for one night.
11521,positive,Watch ESPN tonight to see me burning @JRGessler for a sick goal on the top ten. #realbackyardFIFA
11522,positive,morning tweeps! i'm going to Milan today! yaay
11527,positive,@D_DeGea The 1st half goals was just to tell you how it is in premeirship.you really did your very best and #teamunited from Nigeria loves u
11528,positive,Good morning Auburn Family! Today feels like a good day to beat Nick Saban and Bama at...everything! #thatincludesbeingbetterchristians
11531,positive,Good luck to A Scribe Amidst the Lions tonight at the SDMAs!
11534,positive,@_mongoose just got one me lady!! Waiting on the next!  Merlin incense was a'smoking tonite!!!!!!
11538,positive,Pose of TRIUMPH!! Jogged over the Brooklyn Bridge with my mom and sis @amy_veranda this morning. I'm SO lucky.    http://t.co/GkeuPHT
11539,positive,3 episodes of Family Guy tonight on BBC3. Put a slight smile on my face :)
11541,positive,Sunday and a lovely #RaggedTalk on Skiing in Scotland by the freewheelin' Patrick D Whelan. 12:45OutoftheBlue&DrillHall #skiing #newnickname
11543,positive,@nfl: Twitterverse blowing up about Shannon Sharpe's awesome HOF speech. We'll have the video clip on NFL.com a little later tonight.
11545,positive,keen for the eagles game today. #goeagles
11546,positive,Can't wait to see Romo die tonight.
11547,positive,Win or lose I think most Dallas fans would agree it's just great to play in games as big as this one tonight again after yrs of mediocrity.
11548,positive,@NerdBlurt @tom_howarth and the Sox beat the Yankees today so I can smile!
11549,positive,Belladonna's Zylona is at Aladdin's tonight - come enjoy the show!  Hold on to your hookahs - here's directions http://t.co/80FMrRs
11551,positive,Good Afternoon Clemson FAM!....Let's finish out finals STRONG! We are taking care of business in the classroom...GO TIGERS :)
11552,positive,Mom left for Scotland today. Or Ireland... Keep forgetting where she went to. But both places have cool accents! I know that!
11554,positive,seeing #thehelp tonight...yippee and checking out #hothouse on Church with @Katiechka! :)
11557,positive,@tommacwriter Good luck tomorrow :) and  have you ever been to Scotland or Ireland.  And if you have did you like it?
11558,positive,@KevinHart4real on Comedy Central tonight @ 9...I'm a Grown Little Man and Seriously Funny...I'll be glued to the tv
11559,positive,I think so far the MOST DESERVED award of the night goes to Melissa McCarthy
11561,positive,had a great day today yay soxs beat yankees!!
11562,positive,Browns force Aaron Rodgers and the Packers to go 3&Out on 1st possession. Browns are better than the Steelers at one thing at least.
11564,positive,@klew24 Sanchez has a lil Jake Plummer in him. I like this kid. Nothing like throwing into triple coverage on 3rd 10 and Holmes catches it
11565,positive,Aaron Rodgers may be the best QB in the NFL and he is still improving -yahoo sports! Nigga fuck with my teamm
11567,positive,So 1st official day of football! So excited! Can't wait for some Jets football Monday night!
11571,positive,just got back to the crib today wasnt so bad went to Detroit and Somerset
11574,positive,RT @JakeAustinXXX: @tinroom tonight! Come see me and the hottest gogo boys in Dallas!! @gaypornfanatic @bonepilot
11575,positive,It's 2.32 a.m. here in Italy now :) Tomorrow other amazing photos for you! ;) Night! :D http://tumblr.com/xwt3xv1snb
11576,positive,@joejonas just heard that you are coming to Mexico City on the 25th! I'm so excited! I'm doing everything I can to get tickets for the show!
11578,positive,Thinking about Auburn is putting me in the best mood today. @Big_Mac520 #missyoubabe
11580,positive,At Bolton 6th form college... A Level celebrations for tonight include watching a DVD and staying in with the dog + a bottle of vodka #wild
11582,positive,RT @RealTrevorEllis: comedy central is on point tonight haha
11583,positive,Morning people...Let's Kick start this Monday with this as we have Independence Day Party on Saturday. http://fb.me/ZjK4lugZ
11586,positive,Reminds me of the best night of my life. RT @ayepeeMAXIN: 9am in dallas
11587,positive,Currently in Egypt & looking 4 a decent website to watch Everton tonight! Ideas most welcome cheers COYB
11588,positive,Ay @THEREALBHOP u should go 2 the UFC fight in November when @cainmma detroys Dos Santos... Mexico vs. Brazil!. What u think?
11591,positive,Hello Everybody!!!How are you today?Have a Beautiful Green Day!!!!
11593,positive,Fuck everyone else #dexter is my friend tonight. Bring it season 4
11595,positive,@Mark_Sanchez Here's a pic of my son before we took him to see you at Training Camp today! He's really a Sanchez too! http://t.co/MGcB7rH
11600,positive,@justinbieber I'm so excited because you are coming to Mexico City in October! I love you Follow me please #NSN
11601,positive,RT @MTNNG: Good morning Nigeria ! 1 more day to go ! Get ready :)
11603,positive,Two coaches mentioned are now on Alabama's staff. That alone will make Finebaum worth it tomorrow. #OldHabitsPawwl @38Godfrey
11604,positive,Barely going to sleep after watching #dexter all evening! I love this show!
11606,positive,It's that time of year again!! The Plains and the smell of Saturday morning tailgates..it's Auburn football season!! #wareagle
11607,positive,RT @RoxyReynolds: 007 in Detroit wed august 17th I'll be dancing live!!!!! D town stand up !!! Get ready its going down!
11609,positive,"""Beer and chicken night! Watching #Dexter till the working hours (11.59pm - 8 am) Maybe we should reserve the nickname \""""""""dexter\""""""""? Might be fun"""
11611,positive,Thinking about going tonight Church tonight. Everybody is invited. Ladies free all night with a Bible lol
11612,positive,@Julia_White You too lovely! I was like a big kid. See you tomorrow for X Factor fun x
11613,positive,Thank you to @Mark_Sanchez and @nickmangold  for signing my jets football today i really appreciate it you guys are class acts!
11617,positive,@olbagofdonuts Sensationalism at its finest. Next thing you know we'll be hearing that Graham Harrell may take Aaron Rodgers' spot. SMH.
11619,positive,Watched 'Gandhi' with Gaurika today. Was so nice answering her 100 questions. We should have some new age patriotic movies though...
11620,positive,@Dasha_vu its Ravens 1st!....then Jets...then Eagles....get it right ;) lol
11622,positive,RT @NFGfans: Dexter like surgery theme please RT @realjordanfg: hey were shooting the video for #Radiosurgery this Thursday! MUAHAHAHAHA ...
11624,positive,The complete 5th season of #Dexter is available on DVD today! Or you could just watch it On Demand.. http://ht.ly/64rcd
11625,positive,15th august- The anthem still chokes me up. The flag still makes me proud. Gandhi still looks over us.  happy& proud  independence day #fb
11627,positive,So glad to be back in the big apple. Off tomorrow to Florida. #lookingfoward to a mini vacay #longoverdue
11628,positive,@Real_ColSylvia You wouldn't believe how many Demon fans want you to succeed Col - kick some butt today and be back for the  Eagles.
11632,positive,Nuit Blanche is Oct 1. Let's hope it doesn't rain.
11636,positive,Dexter's 6th season is slowly becoming the best season of the series .. which is by the way a peace of art ! #legend #5ari8Lel3ada
11639,positive,I have Austin n Dallas coming deep to Venue tonight.  HTown...lets show em how we do it out chea
11640,positive,Bolton away tomorrow! Hope @swp29 gets a game....after his quality pre-season. Up the blues! @MCFC <3
11641,positive,Man United's equaliser today was superb. Hopefully we'll be seeing many Arsenal moves like that (with a shot at the end!) this season.
11642,positive,PVR is set.RT@craigyferg Lovely @Officialkat on the show Fri.Until that beeyotch showed up Andy Rooney & I were the hottest mamacitas on CBS
11645,positive,We should donate it to ARSENAL.. they aint winning anythng! RT @pritypinkyy: 19th COMMUNITY SHIELD(yeah still silverware)
11648,positive,Man I love @kmaiadanyelle..She stayed the night last night from Detroit and we had a blast. Love you 2wee.Even tho we're right nxt to e/o HA
11650,positive,Lord I say this prayer today bless the red sox in anoint them for thay shall have victory over the Yankees today in Jesus amen
11651,positive,Would love to know the truth about Amanda Knox. http://t.co/CqW8Nbw8
11653,positive,@jaymee55 yeah I got a Yankees hat geez! Yeah he got the old lettuce wrists! Good night in Austin last night then?
11654,positive,What is true of the individual will be tomorrow true of the whole nation if individuals will but refuse to lose heart and hope. ~ Gandhi
11655,positive,RT @TheEllenShow: I just talked to Melissa McCarthy. So happy she won last night. She called to offer me a role in Bridesmaids 2.
