content,target
@mishacollins Yes it does. Please dont' go. If you die I will cry.. which normally leads to small animals getting harmed,0.0
@ByrnesBabe_09  ii No!  GRR   oooh Aiden Lol   x,1.0
@Twilightish I really hope so,0.0
i am not feeling well so i am going to sleep now,0.0
Just broke her dresser shes had since she was three,0.0
@djbelle LMAO!I was JUST thinking how I fucking hate @ least 3 people that I'm following...but I haven't unfollowed em' yet. I'm a loon.,0.0
#justcause Summer Hours say our day ends at 1pm...doesn't mean I really get to leave at 1.,0.0
"Josette....where are you??   I looked across the pond, but you are nowhere to be found.",0.0
Feeling tempted by high volume of jeeps to start an &quot;acura wave&quot;. Me too!,0.0
Brought cat to specilist. May be ectopic uritors. Doing ultrasound. Surgury would be &gt;$2000. may need to take him back to humane society,0.0
@MandyPandy32 I hope for her sake she does could it could get worse,0.0
once again i've spend the day studying. SO BORED of studying but i still have 3 chapters to go,0.0
Time to take a astronomy test!,0.0
"Im so angry right now .. today im not doind nothing and all my classmates yes  ,i think i will stay with my friend Mr.Computer .. hope not",0.0
"Getting used to getting up in the cold, but my asthma is paying for it.",0.0
@ann_aguirre  not going anywhere &amp; when my book finally gets hre It will be cool 2 know wht Butch looks lk..LOL It was going in mail tdy,0.0
I hate sitting at the doctors office! They told me she is running an hour behind! AWESOME,0.0
Is actually workin the weekend...Not for it,0.0
Back from LAAANDAN.  Miss it already   check out my new giant purple bow and gold wing necklace. I &lt;3 TD http://tinyurl.com/m5y2mw,0.0
"I miss my dog  r.i.p.Batman... Yeah, Batman (I really hope 'all dogs go to heaven' is true)",0.0
"Wal-Mart orientation...it's work, but seriously...this sucks",0.0
"@under_control aw babyy i'm sorry  i gots too excited, haha. &lt;333",1.0
Ow. Sunburn hurts!,0.0
there is absolutely nothing to eat in my house... epic fail,0.0
why does everyone sing playback at the Comet,0.0
Had a great day...but slightly depressed.  I don't know what I am going to do.,0.0
"@joemuggs urgh...Grime, me no likey",0.0
"Don't know if I can watch Holly again, breaks your heart",0.0
Just woke up and saw that the sun isn't out  I need to start waking up early,0.0
my favorite curling iron broke,0.0
@XO_SUFI_XO yeah and when you are not working at paying jobs(volunteer/intern) the $ tends to disappear rather quickly...gotta slow down,0.0
"had a great time last night, but my eye is burning !!! it hurts bad",0.0
I have a stupid headache on my day off.,0.0
"damn it...Margie said she couldn't share the info on who killed Evil Eddy with me   She wanted my info again, gave it to her",0.0
"just back from my youngest's Kindergarten graduation. Grateful my mom saved me, she had a gift for my son, I didn't think of it",1.0
@VegasRex I wish I had time!! But its back to the airport already!,0.0
I've been nudged!!! not much going on lately umped games over the wknd and i took one to the pills,0.0
@Aerinea ugh. it sounds like a busted cable box then  what time zone are you in?,0.0
"sorry @tayfo, i chili cheese dogged without you",0.0
I think i pinched something in my neck.,0.0
"i wanna do something tonight, but that doesnt look very promising",0.0
@lucyliz dont worry im not!!! i dont get it on my tv,0.0
only an hour left with my iPod touch,0.0
Ya'll I turned off my device updates and I can't turn em back on! I feel so...so...out of touch,0.0
My tattoo is ticklish,0.0
@jessmitch fml...i have a good idea. we steal phil back and give my dumbass cousin those cats. jk. i'd feel bad,0.0
being bored at home! Tomorrow i've got to work all day!,0.0
my car is possessed and won't stop honking at me,0.0
i ate too much ice cream and curly fries,0.0
didnt cry at the end but was very sad to see the last episode of ER. man that was a good series.,0.0
back home,0.0
"@_Toki_ the wee girl started crying and her mum came on, was such a shame",0.0
@acupofjo 1. i dont  2. LMFAO I WONDER.,1.0
"@boredzo I assume you mean 2nd item with 3 nested lines, but no invert call tree button to be found   ï¿½  ï¿½   ï¿½",0.0
@TheEllenShow but i went out and bought some nail polish ellen,0.0
"im really bored, anthony is doing senior board shit. and im hungry and cold.",0.0
"@jennifalconer WOW never seen him before , he's bloody awesome , I think bcoz George won last year however could be bad for him  x",1.0
It's so sad  http://bit.ly/b8jTH  I love Kelly! &lt;3,0.0
"&quot;The things, you say, your purple prose just gives you away&quot; what the hell is that even supposed to mean? Casino: where music goes to die",0.0
@ragazza_matta take my &quot;how well do you know me&quot; quiz!! i made one the other day... no one took it yet  i put pics from yday on fb xx,1.0
sitting in the car with my cat. he keeps meowing and i feel so bad,0.0
Watching maxium 100. Why can't I look beautiful like those girls.,0.0
omg im finally back!!!! my comp as broken guys  i missed yall!!!!,1.0
so many things to think about when preparing for a marathon.  aye dios.,0.0
Watching WALL-E.....it's so cute but sad,0.0
I scratched my iPod,0.0
"@angisori It's not a reg gig yet, but hopefully it will be! Haven't done massage in a while actually",0.0
AND I didn't get the job,0.0
"@Craiiiiiig21 @Paola625 sounds like Sonics...which I never had  ...and for the record, I say spicy bred buffalo wings w/ blu cheese &amp; beer",1.0
@3RDegree09 man i still haven't seen that movie...too bad i'm at work,0.0
hypervenilating cuz i just watched keith urban's new video!!!   trying to calm down and im realizing how far away august 13 is!!!!,0.0
@chevelleluv p.s. sorry about ur uncle,0.0
@qcmartinez it's cloudy and damp over here too. i hope it doesnt rain for tonite's track meet  i'd hate to do interviews in the rain,0.0
"watching britains got talent, poor holly",0.0
@michellecpa  ugh headache   i just wanna go home,0.0
@Silkglove thats bad your been forced to watch that  there must be a helpline you can call ?  we are both good thanx he's asleep,0.0
I hate watchn things that make me sad n wana cry,0.0
@RealJessicaAlba Aw what about me,0.0
@tommcfly Why do you not respond me?,0.0
"Sitting at the computer... I should study...  But I'm not right now, because I'm procrastinating again! XD",0.0
Ohhh mannnn they just laid off 3 girls!!!    This economy has to improve soon!!!,0.0
"HEY! I didn't get my comlementary cherry flavored lip gloss this time, not cool",0.0
I don't feel good.  .My throat hurts!!!!,0.0
symphonic I,0.0
@McFreak_ Truetrue  But he's not! xD,0.0
@CroSimpleMinds Only Tao in the summer?? That is not many,0.0
http://twitpic.com/67di2 - This is what I meant when I said my skin is terrible. Plus sunburnt chest.,0.0
working!   I am so ready to go.,1.0
I got excited when I saw a bag in the place cookies usually live (when I get them). Unfortunately it was just my new prescription,0.0
So tired and I have work at 5pm  #fb,0.0
found none,0.0
"@kennethlim working on a logo &amp; I keep getting click happy  Its me, not photoshop I dont they have a &quot;stupid stop clickin&quot; in ps do they?",0.0
@nesitajai ur leaving me for a week  i know i dont see u everyday but i like the fact that ur in the same city as me,0.0
Why did sound input for my computer stop working?  It's not the mic or jack (USB webcam mic doesn't work either) Checked input controls.,0.0
@Hardcore4 Damn Frat - that's too bad...  Should be a good show (at least I'm hoping so) esp. since it's in BK...,0.0
"@rosieeejones sorry  i dont think her crying was fake, i just dont see why she was...and i dont think its fair she gets another chance...",0.0
I'm supposed to be Ms. Twitterology,0.0
"too tired, i canï¿½t stay awake..but i must finish work for sunday",0.0
sitting at home watching tv.  soo bored...,0.0
false alarm on the house,0.0
@TheRealKream yup,1.0
dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.,0.0
I'm at mcdonalds eating chicken nuggets with my kid so embarrased I droped my soda  haha it fell out of my tray lol,1.0
"Just found out I want be able to go see my daddy tomorrow before he leaves because Ty has an activity tomorrow morning, that sucks",0.0
Rice is ready to eat.Off now to watch Comet 2009!The most important music price in germany.Wow n Lisa arrives around 12p.m.  Still 2 hours,1.0
Dentist   but the chicks hot so thats a plus,1.0
i hate the tremors!!!!!! stupid meds.,0.0
ugh... only 1 3/4th hour and i will be 19...,0.0
How is it that my preschoolers can bowl over a hundred when they weigh only 35-40 lbs? Today was there last day for the year.,1.0
"@annavzang but if you got hit by a car, who would make such lovely music?",1.0
i feel very ill. i think im dehydrated,0.0
@ChelseaPiersNYC tiny.cc doesn't seem to load for me  I was thinking on going to the batting cages but apparently you gotta book in adv,0.0
@Myke329 yooo myyyyye bust how I'm sick tooo... Just shoot me.  Long night tonight.,0.0
Gutted. The kitchen is empty literally EMPTY. No even kidding. I'm so hungry,0.0
@FreyaLynn dude fail.  i know exactly where this place is too,0.0
@hannahbananalee talk about drool - the Canon EOS 5D Mark 2 is *amazing*.  Too bad it costs $2k...  http://tinyurl.com/63qoz4,1.0
I took my antibiotics and I still feel like crap,0.0
home with chocolate and peanut butter. stupid kids on my bus ruined my yearbook,0.0
Fidel has no balls,0.0
Exams are so stressful,0.0
&quot;Stop your twittering&quot; - Maryland cookies #bgt,0.0
@rosieeejones i agree with the whole Hollie thing,0.0
@DEAP215 were you roaming?? Same thing happen to me  so I switched to AT&amp;T.,0.0
"Big Laptop is too big, so it's time to switch to the Eee.  Bye big guy",0.0
I want it BACK NOW!: http://bit.ly/PP1WZ,0.0
@ringqvist seriously...it only gets sadder,0.0
Ugh! I just realized that I have to completely redo my tweetdeck groups! Pains of computer being wiped clean!,0.0
i'm going to pig out on ice cream and potato chips,1.0
2 more days till half term is over,0.0
@mileycyrus my computer is being stupid and wont let me vote  . if i could i would vote for u.,0.0
Britain's got Torture - Edelcries...,0.0
likewise @Buttahbrown you better ask about me ;)  I don't appreciate you neglecting the sir fresh.,0.0
would like to have a gaming system,0.0
i looked all cute too!,1.0
@CainAndrews awwwh u stuck in traffic  booo!,0.0
@rosieperez yes! I can't find one 4 my Curve 8900,0.0
@kandeebx i HaVe 2 Get OuT This HoUse,0.0
ree-heally hoping the rain stops by the time i get off the metro at courthouse. i didn't bring an umbrella today.,0.0
"I might be a snob, because my friend-follower ratio is 6",0.0
"bored , cleanin the house",0.0
damm i feel like the song of dead and gone by Travis Garland,0.0
@taurenlegend it's kind of hard to see a pic of a doggie if the pic doesn't exist,0.0
But I have cause I missed a lot of classes,0.0
still having a hangover,0.0
shack idol today(: can't wait. it's gonna be funnn poor cameron. he fell ON A BAR in speech today. i felt so bad for him,0.0
going to work soon and so excited!  ugh id rather pluck my fingernails off,0.0
What happened with her??? Why is she being so wierd all of a sudden???,0.0
"Awake again at 6am on a Saturday, isn't this sleep in day. Oh well have some work to keep busy. If only it was work keeping me awake.",0.0
@GENeralization Damn I come from Las Vegas suburbia. Its hard for me to connect with ppls,0.0
headache  wanna see my Julie,0.0
Dang I just dropped some of my subway on da floor... Ahh the 5sec rule passed already,0.0
saying goodbye to Papa....,0.0
But I have to cause I missed a lot of classes,0.0
Annoyed,0.0
"Aww, no one's on MSN",0.0
i would slip and fall... on the dirty school bathroom floor. fml.,0.0
"Oh... according to mom dad is going to try and take 2-3 weeks off in Sep. to go to Austira, and just wrap a vacation into it as well lmao",0.0
"@Chris_Gorham aww, what a shame  ........you can still #followfriday them though, no? &gt;.&gt;",0.0
"Day 26 is in town. Wish I could catch the show, but I already have plans. Go figure!",0.0
I couldn't find P4 so I couldn't show Brantley my feet  and now its raining,0.0
@Airrun Oh yea! I didn't think it was open yet! They took over Ben &amp; Jerry's.  I loved that place.,0.0
enjoying my couch for the last time,0.0
The city officially smells like dead fish,0.0
@candicotton not so good,0.0
http://bit.ly/61Aam   these dogs are going to die if somebody doesn't save them!,0.0
@19fischi75 dont think me ugly - but tha dumb ass is lookin a lill betta - an he know it!,0.0
I keep receiving beautiful pics of the beach from @Charleymagne while I'm in my office working...getting bitter,0.0
"@Maliceve yeah mine is stubborn too.  you just gotta keep trying until it does, no way around it",0.0
